wav_filename,wav_filesize,transcript
sample-chap8-123.wav,301688,tum itana to jaanatee ho ki meree shaadee kee saaree taiyaaree ramesh bhaee ne hee kee thee
sample-chap26-29.wav,116468,veena ne svayan sanyat svar mein kaha
sample-chap27-221.wav,211724,sukh kee chaah karogee to duhkh sabhee baune pad jaenge usake saamane
sample-chap20-90.wav,6940,kya kah rahee ho rashmi
sample-chap8-160.wav,617444,lekin pramod aur amit ne jaldee se doosare ek doktar se sampark kiya aur usane kaha ki yadi deree kee to koee ilaaj sambhav nahin hoga
sample-chap27-36.wav,407528,aur kya chal raha hai kaam kaisa hain ghar mein sab kaise hain prem ke shabd ek saath bane aur nikalane lage
sample-chap27-12.wav,199376,apanee priya kee shaadee kee chinta bhee use satae ja rahee thee
sample-chap19-185.wav,19479,tum bambee jao aur taata insteetyoot mein dikhao apane ko
sample-chap10-37.wav,97064,priya ne kaha
sample-chap14-131.wav,11328,dev ne tab kaha
sample-chap23-37.wav,423404,bolee dev jee kaise kah rahen hai aap aapakee is dasha ko dekhate hue kaise sambhav hai
sample-chap8-109.wav,104120,mujhe vistaar se batao
sample-chap27-72.wav,328148,dekho prem mai sabhee ke prati apane kartavy ko nibhaata aaya hoon
sample-chap11-36.wav,146456,yah sunakar veena muskura bhar detee
sample-chap22-105.wav,317564,ab samay bahut kam hai lekin meree sharan mein aae ho main tumhaara kasht nivaaran kar doonga
sample-chap27-141.wav,142928,thukara dete meree chaahat ke rishte ko
sample-chap6-46.wav,169388,aur aage badhakar usane pannaalaal se haath milaaya
sample-chap27-347.wav,171152,lekin yah kaam itana aasaan nahin lag raha tha
sample-chap30-172.wav,127052,teen saal lage mujhe kes ladane mein
sample-chap5-69.wav,151748,pramod ne usake man kee baat kah dee
sample-chap24-20.wav,411056,aur main tumhen apane se alag rakhakar koee nirnay nahee le sakata
sample-chap13-25.wav,10284,mujhe dard ho raha hai peechhe
sample-chap4-171.wav,121760,isakee kisee ko chinta nahin
sample-chap11-157.wav,183500,lekin man hee man vah khush ho rahee thee
sample-chap9-114.wav,421640,lekin is vyakti ke lie sanjoe sapane vah tootate nahin dekh paane kee kshamata rakhatee thee isaka bhee ehasaas use tha
sample-chap6-130.wav,195848,usake man kee baat jaise amit ne padh lee ho
sample-chap3-106.wav,199376,man aur kuchh sochana band kar deta hai
sample-chap7-102.wav,185264,nimmee khaana lagaane ko utaavalee ho rahee thee
sample-chap15-51.wav,6313,pareshaan hai
sample-chap9-132.wav,218780,chaah kar bhee vah usakee or apanee baanhen nahin badha paaya
sample-chap2-194.wav,116468,ab aisa kuchh nahin hoga
sample-chap9-56.wav,316684,yadi main vaastav mein koee bhool kar rahee hotee to kya ye mera saath dete
sample-chap25-47.wav,756800,tab prophesar tripaathee ne amit se kaha amit aise mein behatar hoga tum kal hee veena jee kee taraph se ek praarthanaapatr banaakar le aao behatar rahega unhen saath lekar hee prinsipal saahab se mil lo
sample-chap17-20.wav,28883,dard kise nahin hota aise mein dard se kya kainsar kee shuruaat ho sakatee hai
sample-chap16-99.wav,18643,lekin jarooree nahin hai ki yah phir se ho
sample-chap2-134.wav,469268,aisa ehasaas use pahale kabhee nahin hua tha veena ko apanee baahon mein lekar vah mastamadahosh ho gaya
sample-chap6-150.wav,234656,aise mein krshna ko manamasos kar rah jaana pada
sample-chap13-16.wav,22195,ekaek use laga use svapn mein dev karaahata dikh raha hai
sample-chap4-131.wav,292868,aur vahaan bhee sab baat main karoonga lekin svayan saaree sthiti samajh kar
sample-chap7-84.wav,254940,nahin to shaadee se ekado din pahale jaroor pahunch jaoonga
sample-chap6-183.wav,148220,tab pramod jorajor se naachane laga tha
sample-chap2-90.wav,97064,aavaaz bhee kadakadaar
sample-chap6-64.wav,181736,subah chhah baje kee bas pakadee thee ham logon ne
sample-chap27-156.wav,424284,abhee varsh bhee nahin beeta bahoo ghar se nikal kar maayake chalee gaee hai mera duhkh baantane kee bajaay maayake chalee gaee hai
sample-chap25-75.wav,285812,phir kuchh rukee aur bolee lekin phir bhee aap jo uchit samajhen vah keejie
sample-chap6-151.wav,387240,amit kuchh hee der mein taiyaar hokar apanee motar saikil par nirmala ko bitha kar kamalaanagar kee taraph chal diya
sample-chap7-86.wav,217016,bhaabhee kaisee hain  ramesh ko nimmee ka dhyaan ho aaya
sample-chap21-38.wav,548648,mujhe achchha nahin lagata tera yah roop main kya karoon koee upaay mere paas bhee to nahin kaash main koee jaadoochamatkaar kar sakatee
sample-chap17-115.wav,12164,veena ne hee sab baaten use bataee theen
sample-chap16-50.wav,34943,aise mein usane baig banaane vaalee kampanee ko jab likha to use vaapasee daak se javaab aa gaya
sample-chap22-68.wav,105884,apane bhaee ko saath lae hain
sample-chap17-78.wav,48527,dev ke saath yadi kahee jaana nahin hota tha to apane kaam par jaata tha varana kaam suparavaeejar sateesh kee dekhabhaal mein chal raha tha
sample-chap30-98.wav,439280,mammeedaidee ke bhee to kitane aramaan hain apane in naatiyon se milane ke kuchh kijie vakt rahate unase mil kar aaeee
sample-chap27-302.wav,100592,lekin jara socho
sample-chap23-161.wav,165860,tum aajakal bahut pareshaan ho mujhe pata hai
sample-chap11-95.wav,278756,kaheen shabd apana roop badal kar usaka naam bhee likha dikha den
sample-chap21-59.wav,128816,naheennaheen aap kasht na karen
sample-chap5-128.wav,144692,usake bachane kee ummeed bhee na rahee
sample-chap24-36.wav,247004,bure svapn kee tarah bhool jao is baat ko aur achchhe kee kalpana karo
sample-chap10-79.wav,121760,dev ne laaparavaahee se kaha
sample-chap24-17.wav,229364,is sambandh mein vistaar mein baat main tumase milane par karunga
sample-chap2-124.wav,284048,veena kee chitthee use janchee aur usane turant usaka javaab bhej diya
sample-chap14-180.wav,11119,apane parivaar mein sabase alag
sample-chap8-98.wav,506312,kuchh to aisa hai is shabd ka arth kuchh gambheer hee hai tabhee dev pareshaan ho utha hai use itana anjaan jaanakar
sample-chap13-45.wav,8821,ab to aaraam hai
sample-chap9-191.wav,206432,baahar se koee aavaaz laga dega
sample-chap25-29.wav,162332,abhee to vah sambhalee bhee nahin hain apane duhkh se
sample-chap15-140.wav,22613,sab jaan kar bhee vah usake parivaar se gila nahin rakhatee
sample-chap30-278.wav,215252,bachche to bas bahaar ka najaara dekhane me hee mast rahate
sample-chap11-47.wav,333440,lekin dev apana sanyam samay se pahale hee kho deta tha
sample-chap10-195.wav,553056,dev ke vyaktitv kee is kamajoree ko bhee veena ne daba liya apane man ke bheetar
sample-chap9-92.wav,395180,bas aur kuchh nahin subah veena kee aankh jaldee khul gaeen
sample-chap27-64.wav,208196,amit bhee man mein aaee har baat usase kah raha tha
sample-chap11-12.wav,142928,doosare usake bhaagy mein takaleeph likhee thee
sample-chap14-149.wav,12791,apanee naukaree mein mast rahate hain
sample-chap5-73.wav,356372,tab tak us ladakee ka dev se parichay ho chuka tha aur vah dev ke paas baithee thee
sample-chap21-91.wav,299924,phir dev ke aamukh hokar bole  nity chaar pudiya khaanee hongee doodh ke saath
sample-chap28-7.wav,356372,ladakee ke vishay mein jo apane vigyaapan mein likha hai ki us bechaaree ka pati kainsar se peedit tha
sample-chap23-51.wav,107648,maan nirmala rone lagee
sample-chap28-11.wav,148220,na mujhe dahej chaahie na aur kuchh
sample-chap18-57.wav,18852,vah bhee muskuraatee huee dekhane lagee usakee or
sample-chap21-128.wav,206432,ab meraatumhaara kuchh dinon ka aur saath rah gaya hai
sample-chap14-50.wav,14672,lekin jo kuchh kaha hai bhaee maanakar
sample-chap17-217.wav,21777,tum meree baat ko samajho veena main tumhen khushee se kah raha hoon
sample-chap28-82.wav,65312,bas
sample-chap10-48.wav,109412,tabhee komal bheetar aa gaee
sample-chap24-28.wav,144692,sambhal jaegee to apana legee amit ko
sample-chap24-15.wav,903212,hamatum dono milakar jitana hamase ho sakega doosaron ko sukh denge yah hamaare apane daayare kee baat hai lekin ham dono ko alagalag rakhakar yadi koee nirnay lena chaahega to yah usakee bahut badee bhool hogee
sample-chap4-11.wav,141164,nirmala bhee tang aa chukee thee
sample-chap8-86.wav,125288,yaani  veena ne khulaasa chaaha
sample-chap21-159.wav,176444,use lag raha tha sach hai usaka dev
sample-chap17-59.wav,13209,dev ke shabd dard lie the
sample-chap18-25.wav,25957,suneeta kuchh aur bhee bolatee ki prem tejee se bheetar aa gaya
sample-chap13-152.wav,15090,aur veena kee or apane donon haath jod die
sample-chap11-37.wav,430460,kaise bataatee apanee saas ko ki abhee to kisee apraakrtik saadhan kee use jaroorat hee nahin padee hai
sample-chap11-15.wav,251412,use nahin maaloom tha ki duniya kahaan se kahaan pahunch gaee hai
sample-chap18-14.wav,21150,krshna kee baat sunakar thes lagee nirmala ke man ko
sample-chap8-17.wav,401352,dev ko dekhakar use laga tha ki aise hee kisee var ko talaash rahee thee vaastavik jeevan mein usakee aankhen
sample-chap29-13.wav,209960,dev ke saath bitaaya ekek din ek varsh samaan tha
sample-chap26-313.wav,196732,vaastav mein akelaapan tha veena ka jo usako kaat raha tha
sample-chap30-292.wav,194084,priyaamit to shishtaachaaravash kuchh na bol sake ekaek
sample-chap27-289.wav,176444,das din baad hee daak se dher se pan aa gae
sample-chap14-0.wav,17389,dev ko teen din baad phir dard hua
sample-chap17-195.wav,10075,vyarth mat socho kuchh bhee
sample-chap4-92.wav,92656,ladakee eme beeed hai
sample-chap9-6.wav,518660,pannaalaalanirmala ne milakar apanee sabase badee aakaanksha ko saakaar kiya tha apane sab bachchon ko achchhee shiksha dilavaee thee
sample-chap19-105.wav,8821,usake bhavishy ke baare mein
sample-chap13-128.wav,11328,aap dekhie phaeel aapake paas hai
sample-chap8-41.wav,84716,komal ne chutakee lee
sample-chap12-26.wav,414584,jab bhee usake saath kolej jaatee aur dekhatee dev ke prati sabhee ke man mein base saadar bhaav ko
sample-chap9-154.wav,178208,lekin usake shabdon ne jaise dev ko taakat dee
sample-chap19-162.wav,13209,doktar sinha ne usase haath milaaya
sample-chap27-180.wav,171152,bas phir kya tha amit aape se baahar ho gaya
sample-chap4-49.wav,65312,lekin vah chup rahee
sample-chap21-50.wav,179972,tum ek baar dev ko lekar vahaan chalee jao
sample-chap16-7.wav,69634,vah prem kee divaanee yahee bhaav haradam man mein lie rahatee thee ki dev kitana chaahata hai use aisee chaahat usakee dekhakar dev apana dard bheetar hee bheetar chhipae rakhane laga tha
sample-chap19-46.wav,32226,priya ne sunee maan kee baat to usake aansuon kee raphtaar aur badh gaee
sample-chap15-141.wav,23240,kitanee khush rahatee hai vah  maan ek hee baat man mein aaee
sample-chap13-58.wav,6104,dev ne kaha
sample-chap2-225.wav,256704,kitanee chuppee se kitanee saadagee se aaj usakee shaadee ho gaee arun se
sample-chap15-241.wav,28465,unhen jaise vishvaas hee na ho raha tha nirmala ke shabdon mein
sample-chap21-68.wav,199376,un sabhee ko vahaan pahunch kar bahut achchha laga
sample-chap23-81.wav,404000,jaise mohan kumaar se vichaaravimarsh karane ke pashchaat usake man se sabhee ke prati rosh samaapt ho gaya ho
sample-chap27-213.wav,199376,aansoo ponchhate hue bolee mujhe bhee to priya achchhee lagatee hai
sample-chap27-84.wav,294632,bhaavuk hokar vah bola prem se mammee to mere man kee baat samajhatee hain
sample-chap15-153.wav,9448,sab theek chal raha hai maan
sample-chap2-31.wav,384596,ek saptaah pahale koee arun ko jaanata bhee na tha aur ek saptaah baad vah ghar ka sadasy ban gaya hai
sample-chap13-35.wav,8821,aaraam aa jaega
sample-chap14-42.wav,29092,thoda aavesh mein aa gaya vah  main aaj hee ramesh bhaee ko patr likhakar poochhoonga
sample-chap19-9.wav,13836,kaisa naseeb hai betee ka meree
sample-chap30-37.wav,351080,aise mein sab apanee kalpana se apaneapane tareeke se aapake panon se hisaab lagaate rahe
sample-chap15-201.wav,29301,yah kaisa bandhan hai yah bandhan maan nirmala ko to janzeer lag raha tha
sample-chap13-77.wav,11746,jaroor abhee to phree hain
sample-chap22-87.wav,72368,baaba jee ne kaha
sample-chap9-62.wav,945548,manadarpan mein basee chhavi to mil gaee lekin us chhavi ke peechhe parade mein kitanee kahaaniyaan hain kitanee sachchaeeyaan hain kitane gahare raaz chhipe hain  ekaek man jab dar jaata hai to anaginat agyaat aashankaen use gher letee hain
sample-chap5-6.wav,299924,bade bhaee usake opheesar the lekin amit se apanee jarooraten pooree karavaate the
sample-chap25-157.wav,232892,na kaar raaste mein rokee usane aur na hee speed kam huee
sample-chap21-117.wav,259352,aur dekhatedekhate sabhee kalpanaen pankh laga kar ud gaeen
sample-chap16-69.wav,41839,lekin opareshan ke baad tumhaaree rediyotharaipee huee hogee usakee jaanakaaree isamen darz nahin hai
sample-chap16-40.wav,17807,agar ve kahenge to rediyotharaipee karava lenge
sample-chap11-87.wav,257588,shaam ko leta aaoonga  ya phir ki  bhaabhee ja raha hoon
sample-chap11-66.wav,320208,aise mein veena ko bhaabhee ke roop mein apane aasapaas dekhakar vah bahut prasann tha
sample-chap17-204.wav,23867,aisa kyon kahate ho har baat mein apana duhkh kyon ujaagar karate ho
sample-chap25-1.wav,178208,veena ek dam khaalee ho gaee thee
sample-chap24-66.wav,455156,mammee ne mujhase kuchh nahin kaha aur na hee mujh par kisee tarah ka davaab daala balki vah to is paksh mein bilkul bhee nahin hain
sample-chap27-342.wav,412820,maan ke lie apanee santaan se upar koee nahee hota aur vah dev se aage abhee kuchh nahee soch paegee
sample-chap29-73.wav,164096,bola phir se aur rahee rishtedaaron kee baat
sample-chap3-62.wav,134988,geeta ne to apana parichay svayan de diya tha
sample-chap28-30.wav,301688,subah hee phon par samay lekar vah priya ko saath lie unake ghar kaalakaajee ja pahuncha
sample-chap18-147.wav,23658,daayaree ka har shabd priya ke lie ek sukhad anubhooti lie tha
sample-chap16-19.wav,42257,tab dev ne yahee kaha tha usase ki sirph post grejuet kee digree ke hone se ab kolej mein naukaree nahin lag sakatee
sample-chap26-194.wav,86480,unhonne hee kaha hai
sample-chap12-14.wav,423404,dev pareshaan tha aur yahee soch raha tha ki kaise roke veena ko apane se door jaakar rahane ko
sample-chap17-172.wav,17807,meree aur se ghar mein sabhee ko yatha yogy kahana
sample-chap13-206.wav,28883,veena ne tab sneh se amit ke sir par haath rakh diya aur amit bhee bhaavuk ho utha
sample-chap16-42.wav,51661,is sanstha kee sthaapana mein huee thee jab isake rogee shree raajendr garg ke sambandhiyon ko klostamee baig ke lie daradar bhatakana pada tha
sample-chap8-149.wav,220544,parivesh hee aisa hai iseelie samajh nahin aaya
sample-chap13-204.wav,16553,mujhe sada aap prem jaisa hee paengee
sample-chap8-182.wav,444572,use laga veena jyaada daree ya use kisee ne bahakaaya to vah use chhodakar chalee jaegee
sample-chap2-244.wav,145572,dev ke saath beete palapal mein
sample-chap20-223.wav,9239,shaayad mareez bach jae
sample-chap2-42.wav,196732,veena ne ek najar arun kee or dekha
sample-chap3-132.wav,355492,yah kahakar doktar gupta ne dev se poochha  kaho dev kaise aana hua koee pareshaanee to nahin
sample-chap24-43.wav,375776,bhaabhee ko dev ke badale koee na koee naukaree mil jaegee aur isase unaka man bahal jaega
sample-chap30-245.wav,234656,us daayan ko vah apanee or chhuree lekar daudata dekhata hai
sample-chap19-132.wav,35152,himmat haarane ko kaun kahata hai main to kah raha hoon ki peedaadaayak upachaar se kuchh phaayada nahin hoga
sample-chap5-118.wav,374896,jo thodee bahut aay thee usamen maan ne apana pet kaatakar bachchon ko padhaana jaaree rakha
sample-chap30-150.wav,171152,teleephon par epvaantamennt leta hoon phir jaata hoon
sample-chap30-130.wav,194084,nahin yaad kiya sach mein mainne daidee jee ko
sample-chap3-27.wav,163216,veena apanee kalpana mein doobee kah rahee thee
sample-chap22-31.wav,289340,kya hua tha use  amit ko jaise apane dil kee dhadakan badhatee mahasoos huee
sample-chap29-161.wav,95300,yahaan sab badal chuka hai
sample-chap20-84.wav,10075,yah koee chhoot kee beemaaree to nahin
sample-chap22-163.wav,513368,mera man bojhil hai aur main tumhen jise main apana sab kuchh maanatee hoon likhakar hee apane man kee bojhilata ko door kar sakatee hoon
sample-chap18-144.wav,14045,aur tab sulochana uthakar bheetar chalee gaee
sample-chap23-17.wav,206432,isalie dhairy se dekh lenge ki kya hoga
sample-chap15-154.wav,47273,kuchh pal chup rahee veena phir bolee  mainne socha tha aur svayan se vaayada kiya tha ki kisee ko yah baat na kahoongee
sample-chap26-79.wav,391652,tum bahut bhaavuk ho veena vah bhaavukata itanee adhik badh gaee hai ki mujhe yah tumhaara paagalapan lagata hai
sample-chap18-4.wav,30764,lekin shaadee ke vaataavaran ko bojhil na hone dene kee sochakar vah krshna se gale milee
sample-chap15-130.wav,20733,maan se kuchh bhee chhipa paana mushkil laga use
sample-chap11-57.wav,173800,amit ke jeevan mein bahaar aa gaee thee
sample-chap2-223.wav,399592,lekin kya yah sach hai ki vah is nae janm mein dev ko apane man se nikaal paegee
sample-chap13-186.wav,28047,maan ka patr padhakar veena ka bojhilaman thoda sanyat ho gaya
sample-chap27-193.wav,79424,samajhatee nahin hai
sample-chap25-150.wav,172916,prophesar tripaathee bhee aae the is beech
sample-chap9-116.wav,506312,use dev ka sab bataaya sahaj vishvaas karane yogy nahin lag raha tha kyonki dev bhalaachanga tandurust usake
sample-chap24-19.wav,379304,meree jindagee ka koee bhee nirnay hoga vah tumhaaremere ek samajhe jaane ke baad hoga
sample-chap27-271.wav,315800,umr kee baat to phir bhee chal sakatee hai lekin usaka apana beta hai ekasolah varsh ka
sample-chap16-144.wav,53124,tab garg saahab bole  veena jee jab dev se shaadee ke baad aap mujhe milee theen tab mainne aapako man hee man pranaam kiya tha
sample-chap22-153.wav,164096,lagata hai veena deedee patthar kee banee hain
sample-chap29-81.wav,287576,man ko tasallee dee aur man kee baat aasha kee jyoti jaga gaee usake man mein
sample-chap15-234.wav,12164,tum ab kisee se kuchh na kahana
sample-chap8-71.wav,435752,kaisee baat kar rahee ho veena shaadee ke vigyaapan mein diya tha phir ramesh bhaee ne sab bataaya tha daidee ko
sample-chap30-162.wav,194084,arun jaise apana saara vakt unake saath bitaana chaahata tha
sample-chap26-318.wav,291104,sochane lagee thee veena ki aasapaas ka har saathee ek hee baat se chintit hai
sample-chap26-179.wav,157924,amit ke lie yah baat naee thee
sample-chap22-3.wav,167624,usaka man veena ke dard mein tika tha
sample-chap26-30.wav,306980,achchha baaba lo seedhe shabdon mein poochhatee hoon veena tum apane parivaar kee socho phir se
sample-chap29-33.wav,285812,jaatejaate bas itana hee bolee deharaadoon vaapis lautane se pahale milana jarur
sample-chap23-108.wav,303452,usane tab uthate hue kaha mein sabase pahale prem se alag se baat karana chaahata hoon
sample-chap8-162.wav,850292,tab usane koee risk na lete hue mera rektam hee nikaal diya taaki lakshan jad se hee chale jaen aur ab usee kaaran main stool bajae praakrtik tareeke ke krtrim raaste se karata hoon
sample-chap19-190.wav,21986,davaeeyon ka kharch itana hai ki meree tanakhvaah usee mein nikal jaatee hai
sample-chap11-173.wav,114704,adharon par muskaan lie
sample-chap24-89.wav,287576,vidhava ka kalank laga diya usake saath jabaki usako jaanaboojh kar vidhava banaaya gaya hai
sample-chap19-187.wav,15299,main bhee yahee sochata hoon phir ruk jaata hoon kuchh sochakar
sample-chap23-18.wav,206432,aise hee shaanti se usaka samay beetana chaahie
sample-chap14-122.wav,39750,dev tab halkaasa dard mahasoos kar raha tha use dabaate hue bola  nahin bas thak gaya hoon
sample-chap16-165.wav,10493,tumhen yaheen bhej dete
sample-chap18-160.wav,9448,maan ne kaha
sample-chap27-315.wav,165860,ab bhee vah dev ko nahee bhoolee
sample-chap22-190.wav,54728,isee ke saath
sample-chap17-22.wav,17389,pita shreeraam shoony mein baithe rahe
sample-chap18-30.wav,39750,tab vah krshna ke aamukh hokar haath jodata hua bola aantee main deedee kee taraph se maaphee maangata hoon
sample-chap17-107.wav,19061,veena ne maan ko apanee jaan kee kasam de dee thee
sample-chap10-141.wav,118232,dev use sahala le
sample-chap2-212.wav,75896,khidakee kee taraph gaee
sample-chap27-159.wav,206432,maan ke munh se nikal hee gaya aakhir tumhen shaadee kee padee hai
sample-chap5-117.wav,125288,ghar kee aamadanee ruk gaee
sample-chap30-65.wav,139400,unhen bhoola dena kya sambhav hai
sample-chap16-161.wav,47482,doktar gupta yoon to bahut bade sarjan hain lekin meree jaanakaaree mein unhonne aaj tak is tarah ke keval do hee opareshan kie hain
sample-chap15-197.wav,7149,vah to santusht hai
sample-chap16-52.wav,43093,garg saahab se mila to jaanakar aashchary hua ki keval dillee mein hee isake lagabhag sau rogee hain
sample-chap28-70.wav,192320,vaheen saamane ek chaay dukaan par jaakar amit baith gaya
sample-chap19-21.wav,27629,kyon mujhe aisa karane ko kahatee ho jo mere man ko manjoor nahin ho raha
sample-chap23-56.wav,559232,apana ant saamane dekhakar vah apane aaj ko bhool gaya tha aur usake baad ke vishay mein sochakar apane vartamaan ke kasht ko bhoolane kee cheshta kar raha tha
sample-chap24-70.wav,456920,tab vah thaapa aantee se baat kar rahee theen ki mohan bhaiya to svayan priya se poochhane ke lie deharaadoon aane ko taiyaar ho gae the
sample-chap21-27.wav,502784,aaj vah apanee jindagee ke lie tadap raha hai to main use chhod jaoon itanee jaldee saath chhodane ke lie nahin huee meree usase shaadee
sample-chap8-178.wav,358136,dev samajh gaya ki veena ke man ko thes pahunchee hai usakee sachchaee jaanakar
sample-chap26-346.wav,202904,jeevan kee dhuree aage kee or badhana to shuru kar degee
sample-chap23-138.wav,169388,usake bhavishy ke vishay mein tum svayan kuchh sochana
sample-chap4-114.wav,276992,behatar hoga yadi aap aaaipareshan ke vishay mein vistaar se likhenge
sample-chap28-53.wav,218780,maan nirmala ko veena ka yah vyavahaar kuchh uchit nahin laga
sample-chap29-229.wav,190556,naee duniya naya desh
sample-chap29-241.wav,181736,lambe saphar kee thakaan udanachhoo ho gaee
sample-chap9-7.wav,518660,aur isee ke parinaam svaroop unakee jaanakaaree mein jo bhee ladaka achchha padhalikh jaata tha usaka rishta ek baar chalakar jaroor aata tha
sample-chap4-103.wav,105004,vah usase hee samajh gae hain
sample-chap7-157.wav,448100,ab hukm deejie  aur tab amit ne bhee apane man kee har chaah ko khol kar rakh diya pramod ke saamane
sample-chap20-196.wav,14672,ve use bahut adhik chintit lage
sample-chap10-124.wav,178208,itana kahakar dev ne battee band kar dee
sample-chap29-165.wav,181736,lekin aapake vahaan baithane se kuchh nahee ho sakata
sample-chap17-210.wav,26793,meree akelee upasthiti mein bhee koee vahaan khushee nahin mana paega
sample-chap17-199.wav,31390,aur kuchh nahin to shaadee kee raunak mein dard hua tab bhee sab pheeka pad jaega
sample-chap3-60.wav,488672,draeeng room mein sabhee baithe isee vyagrata se bheetar se aane vaale ko dekhe ja rahe the ki shaayad veena hee aa rahee hai
sample-chap27-205.wav,160568,shaadee kar lo tum yadi vah khushee se maanate hai
sample-chap3-51.wav,142928,veena ko sabakee baaten bahut achchhee lag rahee theen
sample-chap16-192.wav,20941,aisa kyon kahate ho dev tumhen kuchh nahin hoga
sample-chap18-154.wav,9239,pagalee na bano usake lie
sample-chap15-107.wav,23240,varn har praanee mein har bhaav mein har dam badal sakata hai
sample-chap22-126.wav,213488,amit ke naam patr aaya tha priya ka
sample-chap20-97.wav,30764,jab band khul jaega to svayan koee savaaree ka intajaam karake ya svayan unhen chhod aana tum
sample-chap28-0.wav,264644,ek teees varsheey naujavaan kee bhaavanaon se bharee chitthee thee
sample-chap22-160.wav,446336,usako bhee theek prakaar se chalaane aur adhik samay tak suchaaru roop se rakhane ke lie marammat kee jaroorat padatee hai
sample-chap4-52.wav,363428,aaj daak mein ek bada sa paiket aaya dekhakar amit ne jhapatakar use utha liya tha
sample-chap30-271.wav,45908,naashta karate
sample-chap13-72.wav,31390,muskura kar usane abhivaadan kiya aur bolee  bahut dinon baad aana hua aapaka kaise hain aap
sample-chap30-15.wav,476324,aise mein priya ne seedhe shabdon ka prayog karate hue veena se kaha deedee jeejaajee ke saath koee kasht to nahin aapako
sample-chap8-161.wav,225836,vaastav mein vah kainsar kee shurooaat ke lakshan the
sample-chap20-48.wav,19479,nahin ham aap logon ko kasht nahin de sakate
sample-chap22-222.wav,160568,sab koee chup se aata dev ko dekhata
sample-chap14-129.wav,20524,veena tab bolee  dard ho raha hai kya
sample-chap2-23.wav,467504,lekin prem shishtaachaar mein phir se bola  yah sab aap mujh par chhodie main subah nau baje aapako yaheen miloonga
sample-chap23-98.wav,354608,aur yah iseelie hota hai kyonki ghar kee ijjat ghar mein hee baneedhakee rahatee hai
sample-chap24-33.wav,109412,isase behatar to marana hai
sample-chap18-266.wav,47691,lekin meree betee ke saath jo ho raha hai usamen shaayad mere karmon ka koee dosh ho ya phir usake bhaagy mein yahee likha ho
sample-chap6-34.wav,98828,haan yahee samajho
sample-chap14-158.wav,5686,bhale log hain
sample-chap18-233.wav,19897,amit mujhe bhee achchha lagata hai priya ka man bhee usee mein hai
sample-chap27-35.wav,182620,prem ko amit achchha lagata tha pahale se
sample-chap17-213.wav,20315,tum theek kah rahee ho veena lekin svayan socho
sample-chap14-35.wav,32644,tumase hee kahakar man halka kar rahee hoon ki mujhe is baat ka kuchh pata nahin chala
sample-chap10-215.wav,418112,veena ne pahale din yah prakriya dekhane kee ichchha jaahir kee thee aur dev ke na nukar karane par bhee nahin maanee thee
sample-chap20-187.wav,24494,koee mareez ko aasha kee kiran dikhaata hai aur koee niraash kar deta hai
sample-chap18-169.wav,17807,maan maan jaegee kyoki amit achchha ladaka hai
sample-chap30-232.wav,351080,yah to nahee kah sakatee main indiya nahee aa sakatee kyonki mujhe apana parivaar paalana hai
sample-chap10-227.wav,187028,saat baje ke baad donon ghoomane nikal jaate the
sample-chap4-186.wav,180856,vaise bhee vah apane kaam se kaam rakhane vaalee thee
sample-chap26-233.wav,259352,shaayad bachcho kee jaruraton ko dhyaan mein rakhakar banaaya gaya tha
sample-chap22-4.wav,430460,veena ke dard ka kaaran dev ka dard tha aur aise mein dev ke lie dunae maangane mein har kshan beet raha tha
sample-chap29-160.wav,374012,amit bhee tang aa jaata tha aur baat samaapt kar deta yahee kahakar aap na jaane kaun see duniyaan mein rahate hai arun jee
sample-chap11-62.wav,240828,aise mein usase jo ban padata vah unakee teemaaradaaree mein laga rahata
sample-chap5-2.wav,81188,poora chhah phut
sample-chap10-180.wav,578636,vah ruka nahin bas usakee anguliyaan veena ke shareer mein ekek karake pravesh karatee raheen aur veena bhee chand minaton mein shaant ho gaee
sample-chap15-237.wav,19479,jee halka hua donon ka tab ve neeche aa gaeen
sample-chap19-50.wav,31390,kya hua kya hua mammee priya ko kyon ro rahee hai usane priya ke paas baithate hue poochha
sample-chap4-189.wav,189676,bas usee se apane man kee baat kahatee thee
sample-chap6-63.wav,81188,poore chhah ghante lag gae
sample-chap2-208.wav,294632,kuchh der baad veena ne phir aankhen utha kar dekha dev vaheen khada tha
sample-chap12-57.wav,192320,veena ko baat to suneeta kee bhee uchit lagee
sample-chap30-134.wav,232892,man mein kya hai unake na ham jaan pae na hee mammee
sample-chap8-29.wav,491320,ab mahasoos kar rahee thee ki usakee khushadilee se oopar ek baat aur hai ki ghar bhar ke logon kee jarooraton ka bhee use hee dhyaan hai
sample-chap23-87.wav,206432,mohan kumaar ne do took baat kah dee
sample-chap16-146.wav,10910,dekhana kuchh nahin hoga
sample-chap27-323.wav,224072,lekin amit ke shabdon ka virodh karane kee kshamata bhee nahee thee
sample-chap19-44.wav,13209,na jaane kis mittee kee banee hai vah
sample-chap27-56.wav,201140,mujhe pata hai ki dil se tum chaahate ho ki deedee ka ghar bas jae
sample-chap20-60.wav,20315,isase pahale ki ajay kuchh bolata veena bheetar chalee gaee
sample-chap16-193.wav,10284,abhee dard hai usakee chinta hai
sample-chap7-129.wav,135872,tatpachaat sabhee ka svaagat kiya gaya
