wav_filename,wav_filesize,transcript
sample-chap14-19.wav,20106,amit kee baat mein sachchaee thee veena ko laga
sample-chap24-5.wav,488672,hamen hamaaree bhaavanaon se hamen hamaaree jindagee ko thokar lagaakar apanee bhaavanaon kee raksha ke lie kurbaanee dene ko ukasaate hai
sample-chap25-220.wav,197612,amit ko akela aae dekhakar unaka man udaas ho gaya
sample-chap26-241.wav,75896,samay kat jaata hai
sample-chap5-122.wav,178208,usake shikshak bhee ghar par chalakar aaye the
sample-chap15-31.wav,12373,vah chupachaap baahar chalee aaee
sample-chap22-49.wav,86480,khoob mehanat karata hai
sample-chap9-147.wav,493964,phir bola  main abhee nahaakar sabase pahale ramesh bhaee se baat karoonga unhonne aisa kaise kar diya
sample-chap28-4.wav,91772,eme tak padhaee kee hai
sample-chap14-5.wav,14672,vah bhee chintit ho utha
sample-chap29-269.wav,169388,amit kabhee so jaata kabhee uth jaata
sample-chap6-167.wav,232892,dev ko mahasoos ho raha tha usake tanaav kee ghadiyaan
sample-chap8-60.wav,135872,yah sunakar dev chaunka
sample-chap24-7.wav,239948,tumhaaraapatr padha to man hua mai sab se lad padoon sabase
sample-chap16-6.wav,42466,ek kshan bhee use apanee aankhon se door na kar paane kee usakee chaah veena ko apane prati prem hee lagatee thee
sample-chap15-57.wav,18016,kshanabhar pashchaat hee veena ne daravaaja khola
sample-chap20-73.wav,9030,abhee bhejatee hoon ajay ko
sample-chap11-190.wav,330796,ab roj daayaree mein amit priya ke naam kuchh na kuchh shabd jodane laga
sample-chap18-20.wav,36824,aavesh mein rone lagee suneeta lekin chup nahin huee meree pyaareesee bahan kee to jindagee barabaad ho gaee
sample-chap25-111.wav,359900,maan nirmala ne kaha thode badalaav se isaka man bhee theek ho jaega aur thoda hamen bhee achchha lagega
sample-chap19-29.wav,24494,tum chinta na karo mammee main kabhee tumhaaree marjee se nahin hatoongee
sample-chap7-56.wav,84716,meree taar mil gaee thee
sample-chap6-20.wav,359900,usee ladakee kee or dekhate hue vah bolee aao betee tum bhee baith jao mere saath
sample-chap16-148.wav,16344,pandrah saal ho chale hain mujhe opareshan karavae
sample-chap29-187.wav,469268,amitapriya aur donon bachche itane vyast ho gae apana prograam banaane mein sab kuchh tay ho jaane par priya ne veena ko phon kiya
sample-chap26-271.wav,218780,amit ne phir kaha bhaabhee main kuchh kahana chaahata hoon aapase
sample-chap3-8.wav,366956,kaun sa ho sakata hai suneeta kab se aa khadee thee usake peechhe veena ko pata bhee na chala tha
sample-chap22-89.wav,241712,krshna ke mukh se nikala  baaba jee aap to antaryaamee ho
sample-chap26-103.wav,123524,unaka kamara door tha veena ke kamare se
sample-chap13-47.wav,14254,lekin aisa pahale kabhee nahin hua tha
sample-chap29-340.wav,328148,priya ne samajhe veena ke manobhaav aur samajha un shabdon mein chhipe bhaavon ka arth
sample-chap28-21.wav,478088,paintaalees varsh kee umr to jyaada thee hee saath mein chin dekhakar yoon lagata tha ki vah apanee umr se bhee das varsh bada hai
sample-chap2-29.wav,144692,shaadee do aatmaon ka milan hai
sample-chap14-144.wav,13000,rajanee kee shaadee vah pakkee kar aae the
sample-chap11-29.wav,202904,usakee badalee ke lie bhee daudadhoop shuroo kar dee thee
sample-chap9-28.wav,755036,sarasaree taur par veena se poochha aur abhee vah kuchh sochatee ya kahatee kah diya  are isase achchha aur kya milega meree betee ka bhaagy bahut achchha hai  aur theek hai na betee
sample-chap15-12.wav,24285,dabe svar mein veena ne kaha  dev ko garm paanee kee botal de rahee hoon
sample-chap18-229.wav,17807,apane duhkh ka dosh vah kisee ko nahin detee
sample-chap22-233.wav,153512,tumhen kuchh nahin hoga
sample-chap21-114.wav,248768,veena ko dekhakar aansoo barabas usakee aankhon se bah nikalate the
sample-chap15-71.wav,9866,bahut der tak kya karate hain
sample-chap11-130.wav,275228,shaam ko apane parivaar ke lie sukhasaadhan jutaane mein vyast rahata
sample-chap13-69.wav,14045,us samay abhee koee rogee nahin pahuncha tha
sample-chap10-106.wav,271700,na apane kisee bhaee se aur na hee mere kisee parivaar ke sadasy se
sample-chap25-173.wav,165860,bhaabhee abhee baat samaapt kahaan huee hai
sample-chap20-217.wav,10284,na jaane kya hai tumhaare man mein
sample-chap26-149.wav,308744,mujhase kahie kya karana hai main to bhaabhee ke sukh ke lie sab karane ko taiyaar hoon
sample-chap29-215.wav,252296,jarur karana arun par pleej saara taim isee charcha mein na lage rahana
sample-chap23-27.wav,157040,meree priya mujhe bahut yaad aa rahee thee
sample-chap17-23.wav,9030,man ke bhaav stabdh the
sample-chap10-166.wav,217900,veena ko yah toophaan bahut achchha lag raha tha
sample-chap23-107.wav,321092,tab amit ne uchit jaana ki vah is sabase behatar prem se baat kar sakata hai
sample-chap6-3.wav,171152,priya ko preemaideekal kee pareeksha denee thee
sample-chap21-58.wav,396944,phir kuchh sochakar reeta bolee  tum kaho to main apane rishtedaar ko lekar kal subah aa jaatee hoon
sample-chap10-69.wav,229364,veena ko yah sab dekhakar svayan par garv mahasoos hua
sample-chap23-157.wav,635084,amit hamaaree kismat hamen chaahe kahee bhee le jae par ek baat yaad rakhana hamesha ki tum meree najaron se jitane door hoge mera man tumhen utana hee kareeb paega
sample-chap8-102.wav,157040,mujhe vishvaas nahin ho raha
sample-chap16-172.wav,11537,lekin amit bechain ho utha tha
sample-chap16-110.wav,40168,sirph achchhe kee sochoonga to beemaaree ko pakad kaise paoonga aap itanee badee pareshaanee to pahale dekh chukee hain
sample-chap4-152.wav,359900,itana bhar likh deta hoon ki ladake ke aaaipareshan ke baare mein aur adhik poochhana hai to bejhijhak poochh sakate hain
sample-chap30-304.wav,342260,jyaada bolane vaala kabheekabhee aisee baat bol jaata hai jo use apane tak hee rakhanee chaahie
sample-chap11-34.wav,90008,jaldee se mujhe daadee bana do
sample-chap15-54.wav,29510,is baar botal mein nahin poora pateela kamare mein jaata dekhakar vah phir bechain ho gaee
sample-chap16-13.wav,42048,dev ka koee na koee saathee usase baaten karata rahata ya phir vah kisee na kisee patrika ke panne palatatee rahatee
sample-chap5-142.wav,140280,samay ke saathasaath usakee santaanen hueen
sample-chap23-165.wav,135872,vaheen veena deedee se milane kee ichchha rakhate hai
sample-chap9-24.wav,284048,usake rishte kee baat shuroo huee to kisee ne bataaya veena ka
sample-chap28-80.wav,176444,doosaree shaadee huee aur chhah maheene baad talaak ho gaya
sample-chap15-23.wav,9657,dev ne unhen nahin dekha
sample-chap16-38.wav,22613,laga ki vah jaise apanee galatee par parda daal rahe hon
sample-chap27-50.wav,153512,maine akhabaar mein vigyaapan dene kee sochee hai
sample-chap2-127.wav,455156,veena kee beetee jindagee kee daastaan sunakar use laga yahee vah ladakee hai jo usakee soch ka sambal ban sakatee hai
sample-chap14-83.wav,26166,apane maataapita se milakar veena ka man prasann ho utha
sample-chap3-21.wav,74132,kaun sa abhee jaana hai
sample-chap25-175.wav,118232,ham sab baaten unhen kah sakate hai
sample-chap12-56.wav,405764,aise mein tumhen sadaiv apane va apane parivaar ke bhavishy kee suraksha ke lie naukaree par niyamit roop se jaana chaahie
sample-chap26-13.wav,109412,mera matalab to doosara hai
sample-chap25-93.wav,239948,lekin dekho donon patipatnee ek hee kaalej mein laikcharaar hai
sample-chap27-133.wav,217016,sabase chhota hoon lekin khushee to sabase badee hogee ghar bhar kee
sample-chap21-154.wav,146456,bas ab chalo baaba jee ke paas
sample-chap11-182.wav,121760,priya tum mera jeevan
sample-chap27-239.wav,211724,priya ko saath lekar sab der raat gae dillee laut aae
sample-chap6-2.wav,241712,pichhalee baar vah varsh bhar pahale hee aaya tha priya ke saath
sample-chap13-166.wav,11746,eeshvar tumhaara suhaag banae rakhe
sample-chap28-5.wav,114704,gaav mein bahut saaree jameen hai
sample-chap8-16.wav,267292,lekin manabhaavan chehara use dikha bahut samay ke baad
sample-chap29-322.wav,338732,aisa kya hai jo aap ek baar bhee unase milane ka vakt nahin nikaal paeen poochh liya priya ne
sample-chap24-2.wav,187028,aaj mujhe har koee apana dushman lag raha hai
sample-chap20-95.wav,12373,to ham bhee unakee mammee kee seva kar denge
sample-chap27-235.wav,231128,baaraatee ke naam par ghar ke log aur amit ke do min the
sample-chap29-245.wav,224072,garm joshee se arun ne aage badhakar amit ko gale lagaaya
sample-chap14-52.wav,13627,vah bolatee ja rahee thee
sample-chap18-35.wav,46437,meree aankhon ke saamane mera javaan beta tilatil kar saans le raha hai main kaise sah rahee hoon is gam ko yah mere man se poochho
sample-chap11-198.wav,501020,phir usane anjaan banate hue apanee daayaree ko aisee jagah rakhana shuroo kar diya jahaan veena kee nazar us par aasaanee se ja sakatee thee
sample-chap29-147.wav,105884,sab kaam adhoore pade rahate hai
sample-chap19-56.wav,15508,tab priya ekaek uthee aur maan se lipat gaee
sample-chap13-133.wav,11328,aisa to kabhee nahin kaha tha aapane
sample-chap29-185.wav,317564,aise mein ek din amitapriya ne prograam banaaya garmee kee chhuttiyon mein amerika ghoomane ka
sample-chap16-67.wav,5895,dev ne kaha
sample-chap4-90.wav,36204,tum dekh lo
sample-chap17-80.wav,9448,bhaee theek ho jae
sample-chap27-237.wav,111176,na koee baind na baja
sample-chap10-136.wav,367840,premil kshanon kee chaah kis aurat mein nahin hotee kise achchha nahin lagata purush ka sparsh
sample-chap26-162.wav,181736,tab nirmala ko laga jaise amit ko har baat maaloom hai
sample-chap11-137.wav,904976,veena ke patron kee ibaarat mein amit ka naam amit kee prashansa padhapadhakar vah amit ke vishay mein sochatee jaroor thee lekin aisa kabhee bhee usake man mein vichaar nahin aaya tha ki usakee deedee amit va usaka sambandh banaane kee soch rahee hai
sample-chap22-225.wav,349316,daaktar sharma raat gyaarah baje phir aae aur lagabhag ek ghanta dev ke paas baithe rahe
sample-chap22-158.wav,333440,raat bhar kabhee chaay banao kabhee paanee garm karo kabhee maalish karo kabhee sek karo
sample-chap29-304.wav,231128,priya bhee bhaavavihaval apanee bahan kee or dekhe ja rahee thee
sample-chap9-85.wav,726812,kitanee khushee se unhonne vida kiya tha use unake sab sapane ekaek tod kar kya vah khush rah paegee aur tabhee bijalee kee tarah man mein ek nirnay kaundh gaya veena ke
sample-chap5-86.wav,391652,vaale to chaahate the aur bhee jaldee ho jae lekin pannaalaal ke lie yah itana saral nahin lag raha tha
sample-chap29-53.wav,146456,lekin veena chhatapata kar hat gaee
sample-chap2-103.wav,86480,umr aade aa rahee thee
sample-chap18-86.wav,21150,aisa bhee kya hai dekhoon jara kautoohalavash poochha priya ne
sample-chap3-138.wav,300804,haanhaan sab yaad hai lekin isamen koee khaas baat hai haan doktar
sample-chap24-74.wav,331676,mammee se aur kuchh nahee poochha svayan hee mere man mein bahut se vichaar aane lage the
sample-chap30-257.wav,176444,aaj kee har jarurat to veena hee pooree karatee hai
sample-chap10-7.wav,264644,ab kal kee tarah vah veena ke aasapaas mandara raha tha
sample-chap29-318.wav,647432,veena kaisee hogee usake bachche kaise honge pati kaisa hoga vah khush to hai unakee dinacharya ka bada bhaag to aap hee kee baaten karate beet jaata hai
sample-chap15-176.wav,15299,usakee bhaavanaon kee thaah lie rahana chaahatee hoon
sample-chap30-178.wav,79424,amit samajh gaya
sample-chap30-57.wav,273464,lekin apane parivaar mein mast deedee apane beete dinon ke sab saathee bhool gaee
sample-chap29-74.wav,111176,sab rishtedaar dikhaavatee hain
sample-chap26-289.wav,250532,daidee ko to aap jaanatee hai ve apane man kee baat kisee ko nahee kahate
sample-chap7-111.wav,366072,haan dekhane vaale bhee yahee soch rahe the ki baaraat mein baind vaalon kee sankhya adhik hai
sample-chap3-137.wav,469268,yaad hai aapane mujhase kaha tha ki aaaipareshan ke ek saal baad koee pareshaanee na huee to dev bilkul hamaare jaisa hee hoga
sample-chap16-81.wav,29719,haan ab dard hone ke baad jab main gaya to pahalee baar unhonne mujhase kaha
sample-chap21-141.wav,520424,abhee chalate hain doktar ke paas vahee bataega kya hai yah  veena bolee jaise abhee bhee doktar ka sahaara shesh bacha ho usake paas
sample-chap30-303.wav,134108,arun ko jaise saanp soongh gaya
sample-chap9-96.wav,137636,subah kee sair ko nikale hue log
sample-chap3-118.wav,744452,svaagat hai doktar kapoor bahut achchha laga tumhen dekhakar koee pareshaanee to nahin hai na doktar gupta kya sabhee doktar apane mareej ko ekaek saamane dekhakar yahee prashn karate hain
sample-chap21-1.wav,299924,ramesh ne bahut samajhaaya dhaadhas bandhaaya ve nahin maane
sample-chap7-147.wav,236420,use lag raha tha ki pramod usaka raasta aasaan kar sakata hai
sample-chap26-63.wav,239948,rone lagee mere dev ko in bure shabdon ka haar na pahanao
sample-chap2-151.wav,135872,saanson kee aavaaz aa rahee thee
sample-chap30-190.wav,198492,arun se aur adhik poochhega to use bura lag sakata hai
sample-chap22-134.wav,717992,jeeja jee ye sab kaise sahate honge amit main sochatee thee jeeja jee bahut beemaar hain par unakee beemaaree kee itanee bhayaanak aur duhkhad kalpana mainne kabhee nahin kee thee
sample-chap12-48.wav,654488,lekin usakee bahan suneeta ko is baat ka jab pata laga to usane apanee naaraazagee spasht likh dee thee  mujhe mammee se pata laga tumhaaree lambee chhuttee ke aavedan ka
sample-chap19-175.wav,9448,unhonne bhee aapatti nahin kee
sample-chap18-101.wav,6522,jarur doonga
sample-chap29-190.wav,225836,sach kah rahee ho veena ke shabdon mein avishvaas jhalak raha tha
sample-chap29-150.wav,338732,mera baap hamaaree khaanadaanee jaayadaad bech kar apane haraamee bachchon ko aish karaane mein luta raha hai
sample-chap17-5.wav,16344,abhee dard hai usee ke saath jeena padega
sample-chap7-9.wav,291104,ulte kaee baar banatee huee baat ko aur bigaad kar use adhik khushee milatee thee
sample-chap21-35.wav,402236,lekin pagalee main teree dushaman hoon kya tujhe yoon tilatil kar palapal bitaate dekhakar main chup dekhatee rahoon
sample-chap29-346.wav,82952,sab baat samajh aa jaegee
sample-chap30-252.wav,208196,yadi use kuchh ho gaya to ve aasaanee se padalikh lenge
sample-chap19-102.wav,16344,isase usake kaam ko kitana asar pad raha hai
sample-chap23-121.wav,146456,ve samajhatee hain vah jhat se samajh jaegee
sample-chap20-22.wav,21150,draeevar seedha paitrol pamp par unhen le aaya
sample-chap7-123.wav,22096,ghar mein
sample-chap22-111.wav,123524,dev to natamastak ho gaya tha
sample-chap6-90.wav,97064,thoda kuchh bata deejie
sample-chap14-190.wav,21986,veena ko yah khabar sunakar aashchary hua
sample-chap25-64.wav,356372,unake vyavahaar se laga ki jaise prophesar tripaathee ne unase is sambandh mein pahale se hee baat kar lee thee
sample-chap29-224.wav,127052,ab jaisetaise ghar theek kar len
sample-chap21-5.wav,160568,veena thee ki hansee bhool gaee thee
sample-chap29-338.wav,255824,rishte samajhane kee cheej hai rishte apanaane ke lie banate hai
sample-chap19-189.wav,30764,mere paas to kuchh bacha nahin aur amit hee hai jo kisee tarah se meree har jaroorat ka dhyaan rakhata hai
sample-chap4-121.wav,194084,aise naajuk maamalon mein doosaron kee maan lenee chaahie
sample-chap10-64.wav,160568,amit shesh taiyaaree mein jut gaya
sample-chap26-181.wav,333440,aap yadi ijaajat den to kal subah main aur priya unhen masooree mein mil len
sample-chap22-40.wav,449864,ratan nirantar bole ja raha tha  lagabhag doteen ghante tak khoon bahata raha aur phir vah behosh ho gaya
sample-chap18-235.wav,49781,sach ko kaun jaanega sab yahee kahenge na jaane kis laalach mein ek ko pahale hee aag mein jhonk diya ab doosaree ko bhee vaheen daal rahe hai
sample-chap23-93.wav,522188,jise jaanatesamajhate hue aap hone hee daavat de rahe hain ek nahin teenateen jindagiyon se khalane kee koshish karana kitanee badee samajhadaaree hai
sample-chap30-142.wav,128816,samajhane kee shakti usase bhee tej
sample-chap27-210.wav,142928,aur yah sunakar amit ka aavesh tham gaya
sample-chap6-205.wav,167624,aur amit uthakar baahar rasoee ghar kee taraph chala gaya
sample-chap25-45.wav,264644,ab to prinsipal saahab ko mil kar kahana chaahie kuchh karane ko
sample-chap15-85.wav,23240,ek pateele paanee se vah ek ghante tak kaise nahaate hai
sample-chap17-218.wav,20941,tum jarur jaana main tumhaare bina rah loonga
sample-chap14-37.wav,25121,lekin usake baad kisee ne bhee is baat ka jikr nahin kiya
sample-chap12-40.wav,333440,koshish karate rahen aur aise mein tab tak tum binaavetan ke chhuttee lie raho
sample-chap20-52.wav,8194,pareshaanee kaisee
sample-chap21-63.wav,303452,reeta chalee gaee aur veena apanee saas ke paas jaakar sab baat bataane lagee
sample-chap22-182.wav,127052,tumhaare bina main jee nahin sakatee
sample-chap29-107.wav,409292,usane dev kee chhavi dekh lee thee shaayad arun mein ya phir dev ko bhool jaane ka raasta dikha diya tha arun ne
sample-chap29-342.wav,291104,lekin veena kis mittee kee banee thee vah samajhana shaayad usake bas kee baat nahin thee
sample-chap18-105.wav,13836,vah maine sambhaal kar rakha hai abhee tak
sample-chap13-5.wav,18434,aur shaadee hue nau maheene beet gae the
sample-chap18-124.wav,32644,aapane majaak mein hee use janmadin par kaard bheja tha aur ab majaak mein hee upahaar de rahe hai
sample-chap2-195.wav,194964,veena ko laga dev maayoos ho utha hai
sample-chap3-76.wav,313152,ladakee ke rishte ke lie aae logon ko dekhakar usake pairon mein uthalaputhal mach jaatee thee
sample-chap13-180.wav,22613,vaapisee mein ham ekado din tumhaare paas bhee ruk jaenge
sample-chap17-42.wav,17807,dev ko vah kasht mukt dekhana chaahatee thee
sample-chap29-272.wav,148220,kuchh sunane kee shakti to usamen jaise thee hee nahee
sample-chap17-41.wav,28674,aur vah apane kasht kee thaah lene kee bajae dev ke kasht ko door karana chaahatee thee
sample-chap9-79.wav,354608,lekin mammeedaidee chhotee bahanembhaee naaterishtedaaron ko kya bataoongee
sample-chap20-167.wav,15299,main abhee doktar saamant se baat kar loonga
sample-chap8-171.wav,95300,usane apana sir thaam liya
sample-chap15-169.wav,19688,to yahee baat hai yah mere bhaagy mein hee likha tha
sample-chap7-0.wav,421640,lekin ghar se door baithe mohan kumaar ko jab isakee khabar milee to vah pareshaan ho gaya
sample-chap30-308.wav,209960,kyonki veena to yahee kahatee thee jabatab sab theek hai
sample-chap13-172.wav,12791,kal hee ladake ka likha patr mila hai
sample-chap25-101.wav,291104,tripaathee saahab ke shabdon se veena ka saahas phir badh gaya tha
sample-chap26-138.wav,158804,lekin poore jindagee padee hai abhee usakee
sample-chap21-81.wav,262880,usaka vishvaas jo ki veena ka banaaya tha svayan badh gaya baaba ke prati
sample-chap25-151.wav,418112,unheen se maaloom pada kee prinsipal ne mainejing kametee se veena ke lie aaphis kee naukaree ke lie peshakash kee thee
sample-chap19-152.wav,28047,ho sakata hai ek varsh ho sakata hai ek maheena aur ho sakata hai das varsh
sample-chap6-146.wav,189676,lekin krshna ko yah sab achchha nahin laga
sample-chap30-62.wav,81188,aapake bhaeebahan bhee hai
sample-chap22-73.wav,285812,saara vrtaant sunakar pradeep jee bheetar baaba jee ke kamare mein chale gae
sample-chap16-82.wav,12373,tab bhee vah baat ko taal gae
sample-chap23-94.wav,389888,tab mohan kumaar ne kaha amit yah samay bhaavukata ka nahin sochasamajh kar kuchh karane ka hai
sample-chap30-133.wav,135872,bas man hee man mein magn rahate hai
sample-chap17-117.wav,25330,jab kabhee veena kee dasha kee sochata to bahut pareshaan ho uthata
sample-chap19-23.wav,31390,yadi koee achchha lage to kya karun tumase chhipa loon priya ne kahee man kee baat
sample-chap26-310.wav,282284,aise mein kya ek aur koshish galat hai apana sirph apana parivaar banaane kee
sample-chap8-34.wav,507192,aur itanee vyastata ke baavajood amit ka veena ke paas aana aur chaay ke lie baarabaar poochhana veena ko bahut achchha laga tha
sample-chap2-58.wav,278756,arun ko laga ki use aisee baat nahin karanee chaahie thee
sample-chap26-26.wav,112940,suneeta ne phir ek koshish kee
sample-chap16-122.wav,19270,iseelie doktar kumaar kee baat sunakar vah chup rahee
sample-chap22-198.wav,684476,aur aaj hee subah usane svayan deharaadoon phon se kisee jaanakaar ko kaha tha ki vah jaakar svayan pannaalaal ko dev ke raharahakar tadapane kee khabar kar den
sample-chap13-148.wav,15508,hamen kisee bhee tarah ka jokhim nahin uthaana chaahie
sample-chap19-49.wav,30346,geeta ko bhee priya ka phaphakana sunaee diya vah apanee padhaee chhodakar bhaagee chalee aaee
sample-chap10-173.wav,164096,vah dev ko apane se alag na kar paee
sample-chap14-199.wav,15090,muskuraane laga vah yah kahakar
sample-chap27-201.wav,119996,veena ka to karj hai ham par
sample-chap27-7.wav,232892,kaise hoga kaun dhoondhega sab amit par chhod diya maan ne
sample-chap3-130.wav,179972,isaka ilaaj karake mujhe bhee bahut achchha laga
sample-chap27-107.wav,345788,priya mere lie hee aa rahee hai mere ghar mein aur use poora maanasammaan mile isakee mujhe bhee chinta hai
sample-chap13-51.wav,16553,bola  haan main bhee yahee soch raha hoon
sample-chap7-2.wav,258472,vah maan kaise gaya aur maan bhee gaya to ladakee kaise pasand kee
sample-chap6-126.wav,157040,is rishte mein sankoch nahin hona chaahie
sample-chap20-169.wav,12791,vah aapako unase milava degee
sample-chap11-139.wav,251416,kaheen unaka man tumhen apanee devaraanee banaane ka to nahin
sample-chap19-43.wav,34943,aur ab us pagalee ko dekho apanee koee chinta nahin use tumhaara rishta maang rahee hai amit ke lie
sample-chap30-204.wav,286692,darasal meree naukaree usee din hotee hai jab koeenaakoee staaph chhuttee par ho
sample-chap14-111.wav,22195,man kee baat kaheen shabd banakar mukh se nikal na jaen
sample-chap8-194.wav,410172,baat aisee thee ki vishvaas jeetane ke lie chand ghanto ka samay tha keval chand ghanto ka
sample-chap18-5.wav,43511,pyaar se use bithaaya aur dheeme se bolee bahan jee veena ko bhee saath le aate to kitana achchha hota
sample-chap15-255.wav,42675,aise hee bhaavon ko lie unhonne svayan ko saantvana dee aur nirmala se bole  ab jo ho chuka us paru nahin socho
sample-chap15-33.wav,14672,kaan usake dev ke kamare kee or lage the
sample-chap30-227.wav,303452,jisakee naukaree kabhee kes ke kaaran chalee gaee ho aur jo phaisala karake kes se chhoota ho
sample-chap17-167.wav,22404,shaadee kee raunak mein kuchh samay ke lie vah bhee kasht bhool jaenge
sample-chap13-113.wav,14463,aur phir aap ko to ghabaraana nahin chaahie
sample-chap17-116.wav,16971,vah veena ke bhaavon ko apane man mein samete tha
sample-chap27-58.wav,102356,nahee aisee baat nahee hai
sample-chap28-101.wav,155276,maan ko jab khabar lagee to vah bhee phoolee na samaee
sample-chap16-8.wav,27211,ab usane apanee dinacharya mein veena ka saath chaubees ghante ka bana liya tha
sample-chap10-146.wav,269936,jo ho raha hai aur jo aage hoga vahee usaka bhavishy hai
sample-chap17-139.wav,17807,lekin himmat meree javaab de jaatee hai
sample-chap26-220.wav,82952,kaha amit ne priya se
sample-chap16-175.wav,16762,dev boyopsee karavaane ko ghabara raha tha
sample-chap18-62.wav,27002,phir amit se poochha usane veena deedee kaisee hain aap unhen bhee le aate
sample-chap24-58.wav,569816,padhakar samajh gaee ki bhaavanaon ke aavesh mein usane man mein aaee baat to likh dee thee lekin usane mammee aur usake beech huee baat ka khulaasa nahin kiya tha
sample-chap6-162.wav,168504,ramesh dev pramod aur amit
sample-chap30-196.wav,70604,oldaij hom mein
sample-chap20-53.wav,15090,ise aap apana ghar hee samajhie
sample-chap30-158.wav,141164,nahin bhaee isakee jarurat nahin
sample-chap5-84.wav,119116,bees din baad veena kee shaadee thee
sample-chap26-75.wav,61784,main akelee nahin
sample-chap6-197.wav,121760,vaise kya khyaal hai ab khaane ke baare mein
sample-chap27-96.wav,176444,haan ek baat hai shaadee bilkul saadagee se hogee
sample-chap25-184.wav,315800,sabake lie ek hee baat hai ki veena ka ab kya hoga shaadee se pahale aisa nahee tha
sample-chap28-39.wav,98828,amit asamanjas mein pad gaya
sample-chap20-24.wav,17389,vahaan baithee mahila ko veena ek najar mein pahachaan gaee
sample-chap27-246.wav,239948,vah kashmeer bhee gaya shimala bhee gaya aur na jaane kahaankahaan
sample-chap9-30.wav,248768,ratanalaal kee maan ne nirmala ko munh meetha karavaane ko kah diya
sample-chap26-234.wav,351080,abhibhaavak jab bhee aate honge bachchon ke to yaheen baithakar apana man bahala lete honge
sample-chap4-198.wav,622736,tab nirmala ne unhen bata diya ki veena ko dekhane kuchh log dillee se aa rahe hain aur yah sunakar misez thaapa vaheen ruk gaee thee sab thaah lene ko
sample-chap2-92.wav,100592,maujamastee ke lie sabhee mil jaate the
sample-chap14-193.wav,24912,priya ke lie use amit mein koee kamee jo nahin lag rahee thee
sample-chap16-133.wav,48109,usane devaveena ke chehare par pareshaanee ke lakshan jhat se padh lie bola  kya bola doktar ne aap log kuchh chintit hain
sample-chap4-194.wav,361664,maataapita bhaeebhahan sabhee shikshit the lekin saadagee se rahana sabhee kee visheshata thee
sample-chap2-232.wav,54728,abhee tak
sample-chap13-129.wav,14463,yah phaeel to opareshan ke baad kee hai
sample-chap2-62.wav,456920,yah kahakar arun ne usake gaalon ko thapathapaaya aur haath hataate hue bola chalo utho ab chenj kar lo
sample-chap4-25.wav,169388,patr likhate samay usake dil kee dhadakan badh gaee thee
sample-chap16-61.wav,18434,apana jeevan unhonne sanstha ko samarpit kar rakha tha
sample-chap14-62.wav,14881,main man se dev ko chaahane lagee hoon
sample-chap6-161.wav,178208,sab hans rahe the khilakhilaakar
sample-chap14-3.wav,11328,tab kaheen vah so paaya
sample-chap25-162.wav,172916,shabd na juta paee kuchh ekaek use saamane dekhakar
sample-chap13-8.wav,51870,dev tha ki nity koshish karata tha aur aise mein vah usake ango ko sahala kar use shaant karane kee cheshta karata aur svayan bhee unheen bhaavon mein shaant ho jaata tha
sample-chap26-254.wav,239948,lekin veena ne svatah hee apane shabd badal diye vah to main yoon hee kah gaee
sample-chap29-243.wav,317564,haathapair sphoorti se bhar gae aur sabane haath uthaakar arun ka abhibhaadan kiya
sample-chap6-184.wav,174680,vah naach kya raha tha jhoom raha tha
sample-chap7-8.wav,231128,usakee patnee nimmee in ulajhanon ko door nahin kar paatee thee
sample-chap10-184.wav,241712,subah mahasoos hua use ki dev usase phir lipata hua hai
sample-chap9-122.wav,361664,jo kuchh usake saath pahale se ho chuka hai vah shaadee ke baad bhee to ho sakata tha
sample-chap5-99.wav,306980,jab yah tay ho gaya tha ki ve ab parivaar sahit deharaadoon hee saital honge
sample-chap22-56.wav,151748,vah bhaagaabhaaga dev ke kamare mein aaya
sample-chap17-38.wav,9448,kisakis ko bataata apana kasht
sample-chap6-45.wav,38852,aaeee
sample-chap17-133.wav,15717,tumhen maan ka aasheesh
sample-chap22-175.wav,201140,ab unhen prasann hee rakhane ka prayatn kiya karo
sample-chap16-112.wav,13000,ab ghabaraane se kuchh nahin hoga
sample-chap14-188.wav,30555,jaise kuchh yaad aaya unhen bolee  priya ke janmadin par amit ka kaard bhee aaya tha
sample-chap26-58.wav,190556,vah purush nahee tha sirph tumhaare man ka chhalaava tha
sample-chap30-109.wav,310508,lekin ekaek koee aisee baat ho jaatee hai ki prograam agale varsh par ja pahunchata hai
sample-chap26-150.wav,92652,amit ne kaha
sample-chap3-161.wav,258468,intarakaam ka batan dabaakar nars ko doosara mareej bhejane ko kah diya
sample-chap14-57.wav,14672,na jaane kya nirnay le baithen
sample-chap25-172.wav,151748,haan mujhase kahate ek saal mehanat karo
sample-chap30-19.wav,111176,veena ne sahaj bhaav se utar diya
sample-chap11-99.wav,125288,usake bhavishy ke baare mein bata doonga
sample-chap14-71.wav,16553,barabas usakee aankhon se aansoo bah nikale
sample-chap4-67.wav,104120,ladakee dekhane mein achchhee lag rahee thee
sample-chap20-23.wav,22822,veena aur dev taiksee se utar ka pamp ke ophis mein gae
sample-chap25-71.wav,190556,ab dhaee saal se bilkul kuchh nahin kar rahee hain
sample-chap27-5.wav,232008,veena ke shabdon mein haan thee yahee bhaav samete ve ghar laut aae
